name ,Asset Growth,Net Interest margin,ROA,Loss Allowance to Loans,Loans to Assets,Score
Congressional Bank,7.968683263,5.371670062,1.635242986,0.769908186,78.04125408,21.45451883
"Peoples Bank of  Kentucky, Inc.",2.199937786,4.100471437,1.134003985,1.338747415,79.24426044,21.45437082
BLC Community Bank,26.16703796,3.231680775,1.637389168,1.290020059,79.63473582,21.44845646
Luana Savings Bank,35.40151599,3.042995403,2.041899437,1.146620112,79.56049385,21.4480022
State Bank of Table Rock,6.444537882,3.833148439,0.669752029,1.178960944,80.10841279,21.44756855
"1st Trust Bank, Inc.",9.327034696,3.34621576,0.598709813,0.844271193,80.99646911,21.44641647
Mayville Savings Bank,11.39111215,3.482215632,0.746264792,0.72597894,80.82616121,21.44515514
The Savings Bank,2.153956502,3.131024778,0.502694732,0.736118816,81.40736891,21.44430181
Farmers State Bank,9.187468361,3.542452158,1.526890475,1.267551668,79.43193338,21.44220692
"TBK BANK, SSB",11.39664998,6.431050469,1.366386385,0.77572751,77.18855088,21.44042881
The State Bank,7.359942339,3.986789256,1.419424493,0.567693243,79.78724222,21.4402873
Farmers Savings Bank,-10.0833753,3.724240926,0.984378492,1.274276047,79.76929902,21.43804862
"Waterford Bank, N.A.",10.70556834,4.010034492,1.450513312,1.170040971,79.1190624,21.43741279
Signature Bank,14.90879037,4.50049991,1.847411215,1.000019538,78.39928002,21.43680267
Commercial Capital Bank,2.352179796,5.066504621,2.032896733,1.078205542,77.56662941,21.43605908
The Valley State Bank,11.07828011,4.346526217,1.84773815,1.156377052,78.38272539,21.4333417
Hometown Bank of Pennsylvania,23.03992654,3.499360415,0.776447623,1.399262094,80.05240673,21.43186922
Two Rivers Bank & Trust,2.139127608,3.53209572,1.209157601,1.162617738,79.80378693,21.4269145
First National Bank of Michigan,8.637894406,3.806580067,1.045313475,1.466810685,79.38759914,21.42657584
Bank of Sun Prairie,7.17786994,3.504402126,0.854475667,1.559229421,79.78060291,21.42467753
Mega Bank,-7.435790944,3.494137864,0.795179794,1.129584559,80.27553879,21.42361025
Farmers and Merchants Trust Company of Chambersburg,8.972549151,3.765226858,0.346342272,1.288610212,80.29229025,21.4231174
New Millennium Bank,24.76812646,4.348336348,1.298182422,1.890817178,78.15452303,21.42296474
Access Bank,20.96398016,4.362991638,1.042132249,1.329630305,78.95429447,21.42226217
Union Bank of Blair,2.21667536,3.626071419,1.059392776,1.220074727,79.77982267,21.4213404
Synovus Bank,48.73035587,3.93067792,1.46554822,0.981674217,79.29467845,21.4181447
Security First National Bank of Hugo,-0.797968169,5.999980004,2.42608397,1.034069509,76.20156606,21.41542489
Reliance Bank,15.36293115,3.944160943,1.562167699,1.254706243,78.88654948,21.41189609
Saratoga National Bank and Trust,12.17773565,3.294505957,1.368104471,0.909523777,80.07193442,21.41101716
"North Shore Bank, FSB",4.894889713,3.520402676,0.639853964,0.826231919,80.65437227,21.41021521
Essex Savings Bank,3.372526483,3.723775366,0.617372536,0.74006304,80.556163,21.40934349
Oxford University Bank,7.385875235,3.746077928,1.057744977,0.907116184,79.92309661,21.40850892
Bank of Morton,3.00956773,5.731735146,2.907883756,0.210161708,76.78290685,21.40817187
American Continental Bank,22.24515459,4.278439648,1.252680093,1.628379845,78.47015299,21.40741314
F&M Bank,7.159170093,3.753432536,0.940943556,0.343866695,80.56661182,21.40121365
People's Intermountain Bank,10.52089359,5.322911696,1.878305307,1.349783134,77.04303718,21.39850933
Armstrong Bank,10.74006119,5.011575836,1.173609157,1.081359774,78.31857977,21.39628113
Reading Co-operative Bank,5.222598171,3.555458879,0.738966315,0.653047445,80.61956758,21.39176005
The Iuka State Bank,3.246423432,4.117016457,-0.429696053,1.180617654,80.68653179,21.38861746
First Bank of Berne,3.353281087,3.820418136,1.945242532,1.141874908,78.64345474,21.38774758
Park State Bank,-4.359925788,5.261667511,1.845446827,0.24544825,78.19487391,21.38685912
Cornerstone Community Bank,20.10973969,4.363491697,1.177975259,0.999505685,79.00232339,21.38582401
FirsTier Bank,22.81248665,4.720235443,2.176250578,1.923504342,76.7226496,21.38565999
Simmesport State Bank,14.90472058,4.835317698,1.197164799,0.804747561,78.68665375,21.38097095
The Citizens Bank,5.881655753,4.595871182,0.72558905,0.775516625,79.42383478,21.38020291
Texas Heritage National Bank,6.173856267,4.271485604,1.087363391,1.102767129,79.04925136,21.37771687
Willamette Valley Bank,12.79737873,4.063565285,3.861087285,0.80934758,76.77152304,21.3763808
Bank of Frankewing,14.72711784,4.282087697,1.269584739,1.995868319,77.95210601,21.37491169
First Community Bank,5.674856204,3.794835038,1.107337076,1.149342989,79.43942612,21.37273531
Ohana Pacific Bank,13.75736745,3.613901862,0.851987073,1.131282093,79.8925757,21.37243668
United Roosevelt Savings Bank,13.90486892,2.646104716,0.026366409,0.623798088,82.19239869,21.37216698
Royal Savings Bank,-2.884698225,3.87175188,1.106447343,0.785447773,79.7234195,21.37176662
Southern States Bank,33.86499353,4.120455053,0.980215427,1.119666588,79.26121591,21.37038824
Oak Bank,2.172753458,3.763633404,1.38894846,1.788847295,78.53755362,21.36974569
First Bank of the Palm Beaches,8.673117588,4.342103138,0.501201175,0.726701645,79.90886733,21.36971832
Dearborn Savings Bank,7.759795927,3.14128795,0.881752783,0.891029005,80.56287375,21.36923587
First State Bank,15.10874541,4.148042072,1.364172383,1.430129622,78.53451687,21.36921524
Farmers Trust & Savings Bank,5.501508423,4.248964822,1.686214345,1.305661668,78.23463611,21.36886924
Sandy Spring Bank,5.061173907,3.86545826,1.385622726,0.785120755,79.43613237,21.36808353
Asian Bank,11.45755218,3.626701379,1.038915643,1.25431454,79.54596363,21.3664738
American Eagle Bank,9.96860377,4.03860387,1.165906677,0.737737738,79.52348302,21.36643283
Putnam 1st Mercantile Bank,2.961812046,4.054610992,1.652600414,1.249134666,78.49692085,21.36331673
Connection Bank,10.44078202,3.722465629,1.133821365,0.910148986,79.68214352,21.36214488
Gibraltar Bank,-1.767804246,2.778256158,0.19915451,0.791327788,81.67808056,21.36170475
Johnson Bank,6.185518904,3.783461822,1.14987279,1.758227026,78.75007701,21.36040966
Viking Bank,8.061454986,3.625975484,1.347986366,0.99070938,79.47638675,21.3602645
First Foundation Bank,15.98342593,3.140540733,0.794742772,0.426883889,81.04996326,21.35303266
Kennebunk Savings Bank,7.805461982,3.984907889,0.833977582,0.907826416,79.68411587,21.35270694
Bank of Ann Arbor,3.589444786,4.551456965,1.979423623,1.462661811,77.41549821,21.35226015
Libertyville Bank & Trust Company,8.725427365,3.295437396,1.259935145,0.717027299,80.13317095,21.3513927
BankNewport,8.399637967,3.723686827,1.002826287,0.926412393,79.74132228,21.34856195
Pacific City Bank,2.136555907,4.205905522,1.525047503,0.990635218,78.67218481,21.34844326
The Queenstown Bank of Maryland,0.603280777,4.182043351,1.527342987,1.562776008,78.0996974,21.34296494
SONABANK,-0.075139033,3.957435883,1.418685363,0.529794032,79.46165267,21.34189199
Washington County Bank,15.49565199,3.775133245,1.335365306,1.154614463,79.09864018,21.3409383
Columbus Bank and Trust Company,5.873219871,4.134714984,1.509290537,0.921947392,78.79668081,21.34065843
Randall State Bank,2.532697607,5.441758294,2.35351387,1.276535522,76.28493942,21.33918678
"Relyance Bank, National Association",3.57675183,3.856897906,0.955754267,1.00107561,79.53957866,21.33832661
Pioneer Bank,1.294125618,3.368839838,1.034528814,1.272209432,79.65930393,21.3337205
State Bank of Cross Plains,34.82591646,3.507917593,1.037907038,0.764933587,80.02021622,21.33274361
"New Horizon Bank, National Association",7.080910734,4.429846724,0.672905698,0.852901237,79.37411443,21.33244202
Community Resource Bank,2.80457923,4.200522415,1.429219989,1.335239624,78.36154403,21.33163151
Heritage Community Bank,15.60837978,4.253907552,0.771384844,1.467118844,78.83327926,21.33142263
Bank of Okolona,4.265833364,4.981381014,2.07155703,1.394871931,76.87532118,21.33078279
Enterprise Bank and Trust Company,8.58367317,3.995414768,1.074586229,1.494302956,78.75779595,21.33052498
Iron Workers Savings Bank,2.025617081,3.264824044,0.363530209,0.570176988,81.1215255,21.33001419
Peoples Bank and Trust Company of Pointe Coupee Parish,11.59425837,4.640073945,1.986419351,0.629549391,78.04993475,21.32649436
Ulster Savings Bank,7.208330686,3.419495824,0.446935935,1.114684385,80.31901615,21.32503307
Hyperion Bank,76.54216332,4.486232235,-0.479243941,1.291046871,79.98883502,21.32171755
BankIowa of Cedar Rapids,3.038372128,3.195020487,1.104851524,0.966825282,80.01720859,21.32097647
York State Bank,-0.753867567,3.679025893,1.002796112,1.195882782,79.39650637,21.31855279
First National Bank USA,9.321676413,4.549063358,1.121179376,2.016529271,77.56676951,21.31338538
Central Bank & Trust Company,6.145149096,3.973136918,1.138533141,1.017700616,79.11403,21.31085017
Investors Community Bank,-6.706571419,3.113402762,1.17986895,1.326777934,79.61700988,21.30926488
Security Bank,2.849361086,4.588375208,1.90505053,1.314661163,77.42597043,21.30851433
Wheatland Bank,7.138166132,4.747903637,1.263403452,1.023498913,78.19901631,21.30845558
Farmers-Merchants Bank & Trust Company,3.616754954,4.595580243,1.29890295,1.287350506,78.04590062,21.30693358
1st Capital Bank,5.080649814,3.905424831,1.000767977,1.325162016,78.98752957,21.3047211
The State Bank and Trust Company,6.115876534,3.945637384,1.373122693,1.090304268,78.8086715,21.30443396
Boston Private Bank & Trust Company,4.444110017,3.012326073,0.846648782,1.093137713,80.25772206,21.30245866
HNB National Bank,7.814843338,4.468258045,2.393639609,1.189636989,77.15003125,21.30039147
Peoples Bank Midwest,12.20789427,4.040870557,2.085302506,1.14701525,77.91631946,21.29737694
"DNB First, National Association",-1.31002935,3.554361586,0.999775936,0.722123808,79.90922045,21.29637045
"Pinnacle Bank, Inc.",0.814647524,4.929606938,1.153993642,1.209687732,77.89159542,21.29622093
Ocean Bank,12.54631093,4.19019141,1.127805268,1.445645243,78.41444982,21.29452294
Gorham Savings Bank,5.229163566,3.457031402,0.596859545,0.850831864,80.26957484,21.29357441
Longview Bank,9.626779287,3.665863317,1.179973445,1.002091264,79.31878366,21.29167792
American Bank of Missouri,21.32033501,3.744427246,0.893642235,0.962623292,79.56175225,21.29061126
First Community Bank,-2.807256806,4.315945187,1.595203138,1.019475352,78.22931631,21.289985
New Buffalo Savings Bank,3.194200984,3.466424929,0.918072572,1.131131342,79.64331987,21.28973718
United Minnesota Bank,5.098052097,4.610591131,0.943449192,1.084257573,78.51394409,21.2880605
Harleysville Bank,1.344992707,3.316368022,1.064573481,0.631480283,80.13343429,21.28646402
Mission Bank,19.29858295,4.694054936,1.588953481,1.165134709,77.68337708,21.28288005
Clarion County Community Bank,8.780607064,3.96405359,0.770325922,0.963763132,79.42666215,21.2812012
ACB Bank,-1.894368217,4.442927108,1.610984235,1.559564434,77.50833975,21.28045388
"Profinium, Inc.",5.712430678,3.730096318,0.938212123,1.080337454,79.36426349,21.27822735
The Bank of Advance,-0.03587204,4.832954912,2.449768876,1.405274387,76.42112559,21.27728094
SB One Bank,32.6552345,3.699998048,0.865673798,0.733440411,79.80908572,21.27704949
Select Bank & Trust Company,1.401892315,4.355058314,1.105289724,0.914292497,78.72760289,21.27556086
Bank of Dawson,7.225899231,4.926435359,2.153302019,1.30955698,76.71183034,21.27528117
PrimeSouth Bank,19.98443884,4.762330334,1.338838919,1.724971383,77.26672153,21.27321554
Heritage Bank,4.216649743,3.976102107,0.007090564,1.155368314,79.95284237,21.27285084
Citizens Bank & Trust Co.,3.191791083,4.716518954,1.031652101,0.854378922,78.48286294,21.27135323
Harford Bank,8.494610485,4.040486356,0.876465088,1.080695156,79.06858269,21.26655732
Merchants State Bank,2.515583793,4.416683075,1.909668404,1.220574082,77.51378566,21.26517781
21st Century Bank,13.47533222,3.407651856,0.831376147,0.539128225,80.267563,21.26142981
First Eagle  Bank,3.399333157,4.229344606,2.860201354,1.922446282,76.0319928,21.26099626
Waukon State Bank,8.774108225,3.658378357,1.991312031,1.034180381,78.36008964,21.2609901
The Riddell National Bank,4.448873561,3.818823847,0.769382006,1.062719423,79.3922157,21.26078524
First Colony Bank of Florida,12.95396207,4.396768669,2.15924852,1.372547796,77.11084434,21.25985233
Sterling Bank,1.941578448,3.761733307,1.500847149,1.041714634,78.71931688,21.25590299
Rhinebeck Bank,15.41329897,3.933155989,0.569472251,0.958437822,79.56212663,21.25579817
FortuneBank,0.377611141,3.75547851,0.650179738,1.212848194,79.40010712,21.25465339
First National Bank of Weatherford,4.177919748,4.742445077,1.695631125,1.313117847,77.23834328,21.24738433
Brunswick Bank and Trust Company,23.08109545,4.092491501,0.452320539,1.265642968,79.16935611,21.24495278
Community State Bank,12.7263974,4.312517885,1.159734831,1.444141689,78.05999635,21.24409769
The Settlers Bank,2.159555509,4.066708828,1.457549519,1.395851164,78.04236858,21.24061952
West Gate Bank,25.8795771,4.421454255,1.236305193,1.190854785,78.11181399,21.24010706
Regal Bank,2.027241607,3.156249953,0.370950146,1.2656253,80.14647576,21.23482529
Horizon Financial Bank,1.046085243,3.989569919,1.112257844,1.178792311,78.64429596,21.23122901
BANKWEST OF KANSAS,0.67079886,5.000015187,1.551994545,0.927090613,77.42311298,21.22555333
Deerwood Bank,5.05996424,4.930072516,1.343599899,0.389038804,78.23756015,21.22506784
MountainOne Bank,1.975770268,3.603565426,0.805273447,1.362744668,79.11634877,21.22198308
"Central National Bank & Trust Co., of Enid",4.682389422,4.311708538,1.099978902,1.25435944,78.22037673,21.2216059
First National Bank,31.1966588,3.724349793,1.243282256,1.164259328,78.74598995,21.21947033
Texas Brand Bank,1.113795406,4.496102605,1.188471171,1.292647005,77.89843761,21.2189146
State Bank of Newburg,5.932597789,3.631505672,1.44178643,1.552402511,78.24638471,21.21801983
The Luzerne Bank,8.037004847,3.664222965,0.932916137,1.038993718,79.23432108,21.21761348
Field & Main Bank,9.040883318,4.189083482,1.066518686,1.346218669,78.25508803,21.21422722
Huntingdon Valley Bank,19.24757781,2.820702983,0.332244593,0.384477049,81.31565893,21.21327089
KS StateBank,9.8184866,3.111950294,1.533811664,1.460668415,78.73997075,21.21160028
Westbury Bank,4.468271528,3.276070376,0.690931854,0.9240846,79.92753162,21.20465461
Bank of the Flint Hills,5.681485611,4.044377392,0.88313734,0.9412063,78.94780852,21.20413239
Pathway Bank,3.214611211,3.673433572,1.097515788,2.156391456,77.88642029,21.20344028
"Century Bank of Kentucky, Inc.",2.440943177,3.698162458,1.62204075,1.161392578,78.31443563,21.19900785
First State Bank,10.74635602,5.426509783,1.273632056,1.013925432,77.07325082,21.19682952
First State Community Bank,6.802761011,3.857313682,1.475866678,0.967845451,78.48150211,21.19563198
Independent Bank,7.852945493,4.047487566,1.382995996,0.936584325,78.41512497,21.19554821
Webster Five Cents Savings Bank,7.644356395,3.519380337,0.829461704,1.016948122,79.411083,21.19421829
Bank Midwest,3.051492775,4.04548264,1.115534391,1.216824559,78.3939916,21.1929583
Metairie Bank & Trust Company,1.886076458,4.328066433,0.86571364,0.806420985,78.76436233,21.19114085
The Bank of Holyrood,1.381825161,4.171948427,1.813314268,2.537988016,76.21789336,21.18528602
First Choice Bank,4.301495255,4.617144316,1.092654416,0.851459611,78.17041557,21.18291848
McGehee Bank,-2.573555527,4.070079805,1.603189577,0.988359521,78.06262342,21.18106308
The Fauquier Bank,8.436287466,3.876236952,1.008595681,0.978203363,78.85781049,21.18021162
Premier Bank,15.77170493,4.066108345,1.792708324,1.183275065,77.67549983,21.17939789
Wilcox County State Bank,4.160996988,4.924316871,1.298130804,1.332005328,77.16049962,21.17873816
William Penn Bank,2.779698044,3.602525605,0.812152734,0.939696656,79.35805433,21.17810733
Marine Bank,-0.766511382,3.520573003,1.286362472,1.104566555,78.79853431,21.17750909
Horatio State Bank,8.167027768,4.640416664,1.728929708,1.692505801,76.63290862,21.1736902
First Home Bank,44.3281529,5.218700858,1.285161544,3.092806239,75.09149059,21.17203981
mBank,8.045221958,4.361553565,0.799031336,0.517705633,79.0084062,21.17167418
State Bank Northwest,-2.294925015,4.871968768,1.423946695,1.177234642,77.19078886,21.16598474
Citizens Bank,22.68603498,3.981219738,1.030973083,0.408428479,79.22758824,21.16205239
Pacific Enterprise Bank,-5.289367167,5.265471271,0.926104241,0.927894791,77.52043279,21.15997577
Bank of Odessa,8.804733056,3.931167151,1.572898562,0.791352129,78.33913206,21.15863748
New Foundation Savings Bank,-1.757913187,3.245875094,-0.102724775,0.39260385,81.09083411,21.15664707
